PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Expected_Spend,Total_Spend,Savings_per_Order,Defect_Rate,Lead_time
PO-00162,Alpha_Inc,2023-04-10,2023-04-21,office supplies,Delivered,552,60.48,56.78,10.0,Yes,33384.96,31342.56,2042.3999999999978,1.8115942028985508,11.0
PO-00163,Gamma_Co,2022-01-04,2022-01-12,packaging,Delivered,456,80.53,77.86,26.0,Yes,36721.68,35504.159999999996,1217.520000000004,5.701754385964912,8.0
PO-00164,Delta_Logistics,2022-09-27,2022-10-05,packaging,Delivered,1647,47.52,44.92,0.0,Yes,78265.44,73983.24,4282.199999999997,0.0,8.0
PO-00165,Epsilon_Group,2023-05-28,2023-06-11,electronics,Pending,1801,71.27,61.24,43.0,Yes,128357.26999999999,110293.24,18064.029999999984,2.3875624652970573,14.0
PO-00166,Gamma_Co,2022-07-02,2022-07-18,electronics,Delivered,854,90.24,85.53,0.0,Yes,77064.95999999999,73042.62,4022.3399999999965,0.0,16.0
PO-00167,Delta_Logistics,2023-06-04,2023-06-17,electronics,Delivered,148,103.57,98.62,23.0,No,15328.359999999999,14595.76,732.5999999999985,15.54054054054054,13.0
PO-00168,Delta_Logistics,2022-04-19,2022-04-24,mro,Delivered,733,23.59,22.85,92.0,Yes,17291.47,16749.05,542.4200000000019,12.551159618008187,5.0
PO-00169,Beta_Supplies,2023-10-03,2023-10-05,raw materials,Delivered,1945,103.2,88.56,0.0,Yes,200724.0,172249.2,28474.79999999999,0.0,2.0
PO-00170,Gamma_Co,2022-11-02,2022-11-21,raw materials,Delivered,775,57.0,49.14,48.0,Yes,44175.0,38083.5,6091.5,6.193548387096774,19.0
PO-00171,Delta_Logistics,2023-10-17,2023-10-21,packaging,Delivered,1620,36.73,33.45,235.0,No,59502.6,54189.00000000001,5313.599999999991,14.506172839506174,4.0
PO-00172,Beta_Supplies,2023-06-04,2023-06-19,office supplies,Delivered,1010,55.68,50.86,0.0,Yes,56236.8,51368.6,4868.200000000004,0.0,15.0
PO-00173,Epsilon_Group,2023-09-16,2023-10-01,office supplies,Delivered,1812,108.02,101.02,51.0,Yes,195732.24,183048.24,12684.0,2.814569536423841,15.0
PO-00174,Delta_Logistics,2022-07-23,2022-07-28,office supplies,Delivered,662,55.97,50.0,100.0,Yes,37052.14,33100.0,3952.1399999999994,15.105740181268882,5.0
PO-00175,Beta_Supplies,2022-06-06,2022-06-11,office supplies,Pending,1535,40.58,38.71,165.0,Yes,62290.299999999996,59419.85,2870.449999999997,10.749185667752444,5.0
PO-00176,Beta_Supplies,2023-01-18,2023-01-27,raw materials,Delivered,692,71.03,67.74,70.0,Yes,49152.76,46876.079999999994,2276.6800000000076,10.115606936416185,9.0
PO-00177,Gamma_Co,2022-06-15,2022-06-28,mro,Delivered,1842,32.4,28.08,96.0,Yes,59680.799999999996,51723.35999999999,7957.440000000002,5.211726384364821,13.0
PO-00178,Beta_Supplies,2023-07-07,2023-07-18,office supplies,Cancelled,1078,18.34,17.41,102.0,Yes,19770.52,18767.98,1002.5400000000009,9.461966604823747,11.0
PO-00179,Delta_Logistics,2023-06-28,2023-07-16,packaging,Delivered,1291,23.44,22.23,0.0,Yes,30261.04,28698.93,1562.1100000000006,0.0,18.0
PO-00180,Alpha_Inc,2022-01-01,2022-01-12,electronics,Delivered,552,21.52,18.79,13.0,Yes,11879.039999999999,10372.08,1506.9599999999991,2.355072463768116,11.0
PO-00181,Epsilon_Group,2023-09-06,2023-09-22,electronics,Delivered,816,26.04,25.61,28.0,Yes,21248.64,20897.76,350.880000000001,3.431372549019608,16.0
PO-00182,Delta_Logistics,2022-11-28,2022-11-30,packaging,Delivered,447,23.62,21.81,50.0,Yes,10558.140000000001,9749.07,809.0700000000015,11.185682326621924,2.0
PO-00183,Delta_Logistics,2023-05-16,2023-05-24,packaging,Partially delivered,920,73.09,70.14,0.0,Yes,67242.8,64528.8,2714.0,0.0,8.0
PO-00184,Epsilon_Group,2022-01-20,2022-01-30,packaging,Partially delivered,844,26.37,25.08,38.0,Yes,22256.280000000002,21167.519999999997,1088.7600000000057,4.502369668246446,10.0
PO-00185,Epsilon_Group,2022-04-25,,mro,Delivered,442,41.73,36.45,15.0,Yes,18444.66,16110.900000000001,2333.7599999999984,3.3936651583710407,
PO-00186,Beta_Supplies,2023-01-07,2023-01-21,electronics,Cancelled,256,96.15,83.44,26.0,Yes,24614.4,21360.64,3253.760000000002,10.15625,14.0
PO-00187,Delta_Logistics,2022-11-11,,mro,Partially delivered,1088,55.29,53.04,161.0,No,60155.52,57707.52,2448.0,14.79779411764706,
PO-00188,Beta_Supplies,2022-09-03,2022-09-07,office supplies,Delivered,1931,72.88,64.69,187.0,Yes,140731.28,124916.39,15814.89,9.684101501812533,4.0
PO-00189,Gamma_Co,2022-03-01,2022-03-11,electronics,Delivered,1627,25.76,25.09,74.0,Yes,41911.520000000004,40821.43,1090.0900000000038,4.548248309772587,10.0
PO-00190,Beta_Supplies,2022-09-04,,packaging,Delivered,941,28.4,27.21,0.0,No,26724.399999999998,25604.61,1119.7899999999972,0.0,
PO-00191,Gamma_Co,2023-08-04,2023-08-06,mro,Delivered,1534,14.98,12.79,0.0,Yes,22979.32,19619.859999999997,3359.4600000000028,0.0,2.0
PO-00192,Alpha_Inc,2022-03-22,2022-04-03,raw materials,Delivered,1764,25.46,24.52,46.0,Yes,44911.44,43253.28,1658.1600000000035,2.6077097505668934,12.0
PO-00193,Delta_Logistics,2022-03-29,2022-04-06,electronics,Delivered,1648,35.42,31.46,0.0,No,58372.16,51846.08,6526.080000000002,0.0,8.0
PO-00194,Gamma_Co,2023-05-13,2023-06-01,packaging,Delivered,913,28.01,24.06,53.0,Yes,25573.13,21966.78,3606.350000000002,5.805038335158817,19.0
PO-00195,Alpha_Inc,2022-03-12,2022-03-18,packaging,Cancelled,792,18.16,17.25,17.0,Yes,14382.72,13662.0,720.7199999999993,2.146464646464646,6.0
PO-00196,Epsilon_Group,2023-06-30,2023-07-03,office supplies,Partially delivered,1314,22.63,21.06,44.0,Yes,29735.82,27672.839999999997,2062.980000000003,3.34855403348554,3.0
PO-00197,Beta_Supplies,2022-05-09,2022-05-22,mro,Delivered,613,52.5,45.19,70.0,Yes,32182.5,27701.469999999998,4481.0300000000025,11.419249592169658,13.0
PO-00198,Alpha_Inc,2022-05-12,2022-05-20,office supplies,Delivered,1070,29.14,26.63,24.0,Yes,31179.8,28494.1,2685.7000000000007,2.2429906542056073,8.0
PO-00199,Gamma_Co,2023-11-07,2023-11-26,raw materials,Partially delivered,145,47.49,42.76,6.0,Yes,6886.05,6200.2,685.8500000000004,4.137931034482759,19.0
PO-00200,Delta_Logistics,2023-05-02,2023-05-17,raw materials,Delivered,1973,59.73,54.95,291.0,Yes,117847.29,108416.35,9430.939999999988,14.749113025848962,15.0
PO-00201,Epsilon_Group,2023-07-17,2023-08-01,office supplies,Delivered,1807,78.63,73.08,100.0,Yes,142084.41,132055.56,10028.850000000006,5.534034311012729,15.0
PO-00202,Epsilon_Group,2022-06-19,2022-06-20,electronics,Delivered,534,13.88,12.51,100.0,Yes,7411.92,6680.34,731.5799999999999,18.726591760299627,1.0
PO-00203,Alpha_Inc,2022-09-29,2022-10-14,electronics,Delivered,1480,85.22,75.48,100.0,Yes,126125.59999999999,111710.40000000001,14415.199999999983,6.756756756756757,15.0
PO-00204,Alpha_Inc,2023-06-25,,office supplies,Delivered,280,72.16,62.38,100.0,Yes,20204.8,17466.4,2738.399999999998,35.714285714285715,
PO-00205,Beta_Supplies,2023-09-14,2023-09-20,office supplies,Cancelled,798,19.09,17.76,100.0,Yes,15233.82,14172.480000000001,1061.3399999999983,12.531328320802004,6.0
PO-00206,Epsilon_Group,2023-03-10,2023-03-22,electronics,Delivered,1728,94.83,90.2,100.0,Yes,163866.24,155865.6,8000.639999999985,5.787037037037037,12.0
PO-00207,Epsilon_Group,2022-08-05,,mro,Delivered,1244,96.13,84.78,43.0,Yes,119585.72,105466.32,14119.399999999994,3.456591639871383,
PO-00208,Beta_Supplies,2023-07-07,2023-07-21,office supplies,Delivered,590,16.89,15.56,46.0,No,9965.1,9180.4,784.7000000000007,7.796610169491526,14.0
PO-00209,Delta_Logistics,2023-12-08,2023-12-23,packaging,Delivered,1109,38.93,33.33,152.0,Yes,43173.37,36962.97,6210.4000000000015,13.706041478809738,15.0
PO-00210,Beta_Supplies,2022-07-25,2022-08-01,mro,Delivered,574,85.03,82.55,54.0,Yes,48807.22,47383.7,1423.520000000004,9.40766550522648,7.0
PO-00211,Gamma_Co,2024-01-01,,office supplies,Delivered,1233,86.62,76.59,65.0,Yes,106802.46,94435.47,12366.990000000005,5.271695052716951,
PO-00212,Gamma_Co,2022-11-16,2022-11-20,packaging,Delivered,1912,27.94,25.59,83.0,No,53421.28,48928.08,4493.199999999997,4.341004184100418,4.0
PO-00213,Alpha_Inc,2023-02-13,2023-03-04,packaging,Delivered,1772,30.72,27.76,46.0,No,54435.84,49190.72,5245.119999999995,2.595936794582393,19.0
PO-00214,Beta_Supplies,2023-11-19,2023-11-29,office supplies,Delivered,1316,48.11,41.9,135.0,Yes,63312.76,55140.4,8172.360000000001,10.25835866261398,10.0
PO-00215,Beta_Supplies,2023-10-28,,office supplies,Delivered,1159,59.24,58.08,0.0,Yes,68659.16,67314.72,1344.4400000000023,0.0,
PO-00216,Alpha_Inc,2023-01-18,2023-01-31,office supplies,Delivered,1869,69.58,67.5,31.0,Yes,130045.02,126157.5,3887.520000000004,1.6586409844836811,13.0
PO-00217,Delta_Logistics,2023-03-25,2023-04-13,packaging,Delivered,627,46.23,42.87,0.0,Yes,28986.21,26879.489999999998,2106.720000000001,0.0,19.0
PO-00218,Beta_Supplies,2023-06-14,2023-06-16,raw materials,Pending,731,56.02,54.78,70.0,No,40950.62,40044.18,906.4400000000023,9.575923392612859,2.0
PO-00219,Epsilon_Group,2023-04-08,,office supplies,Cancelled,606,83.07,79.22,16.0,Yes,50340.42,48007.32,2333.0999999999985,2.6402640264026402,
PO-00220,Beta_Supplies,2022-05-04,2022-05-14,office supplies,Delivered,1647,13.57,12.33,157.0,Yes,22349.79,20307.51,2042.2800000000025,9.532483302975105,10.0
PO-00221,Delta_Logistics,2022-09-11,2022-09-19,mro,Delivered,1062,34.03,30.46,0.0,Yes,36139.86,32348.52,3791.34,0.0,8.0
PO-00222,Beta_Supplies,2022-08-19,2022-08-31,office supplies,Delivered,695,76.8,69.76,0.0,No,53376.0,48483.200000000004,4892.799999999996,0.0,12.0
PO-00223,Epsilon_Group,2022-03-07,2022-03-14,mro,Delivered,845,91.47,86.97,0.0,Yes,77292.15,73489.65,3802.5,0.0,7.0
PO-00224,Gamma_Co,2022-12-13,2022-12-18,mro,Delivered,1101,59.13,52.51,54.0,Yes,65102.130000000005,57813.509999999995,7288.62000000001,4.904632152588556,5.0
PO-00225,Gamma_Co,2022-01-22,2022-01-24,raw materials,Delivered,1693,57.89,49.84,88.0,Yes,98007.77,84379.12000000001,13628.649999999994,5.197873597164796,2.0
PO-00226,Delta_Logistics,2023-08-26,2023-09-10,office supplies,Cancelled,1629,21.51,19.41,250.0,No,35039.79,31618.89,3420.9000000000015,15.34683855125844,15.0
PO-00227,Delta_Logistics,2023-07-22,2023-08-03,raw materials,Delivered,1413,54.79,50.42,0.0,Yes,77418.27,71243.46,6174.809999999998,0.0,12.0
PO-00228,Epsilon_Group,2022-08-24,2022-08-27,packaging,Delivered,1871,59.96,58.54,47.0,Yes,112185.16,109528.34,2656.820000000007,2.512025654730091,3.0
PO-00229,Gamma_Co,2023-08-26,,raw materials,Delivered,1404,34.85,30.5,78.0,Yes,48929.4,42822.0,6107.4000000000015,5.555555555555555,
PO-00230,Gamma_Co,2022-08-14,2022-08-28,electronics,Delivered,1713,35.43,34.11,74.0,Yes,60691.59,58430.43,2261.159999999996,4.3199065966141275,14.0
PO-00231,Gamma_Co,2022-01-08,2022-01-13,electronics,Delivered,1579,43.96,43.41,74.0,Yes,69412.84,68544.39,868.4499999999971,4.686510449651679,5.0
PO-00232,Gamma_Co,2022-03-14,2022-03-26,electronics,Delivered,1421,11.92,11.72,76.0,Yes,16938.32,16654.120000000003,284.1999999999971,5.348346235045742,12.0
PO-00233,Epsilon_Group,2023-12-26,2024-01-04,mro,Delivered,1546,43.47,37.37,53.0,Yes,67204.62,57774.02,9430.599999999999,3.428201811125485,9.0
PO-00234,Delta_Logistics,2023-10-09,2023-10-18,electronics,Delivered,1304,32.08,29.36,0.0,Yes,41832.32,38285.44,3546.8799999999974,0.0,9.0
PO-00235,Delta_Logistics,2022-03-02,,raw materials,Delivered,239,39.87,35.47,32.0,Yes,9528.93,8477.33,1051.6000000000004,13.389121338912133,
PO-00236,Alpha_Inc,2022-08-23,,office supplies,Delivered,1298,21.51,20.83,0.0,Yes,27919.980000000003,27037.339999999997,882.6400000000067,0.0,
PO-00237,Delta_Logistics,2022-03-11,,mro,Delivered,1458,91.05,81.56,220.0,Yes,132750.9,118914.48000000001,13836.419999999984,15.089163237311384,
PO-00238,Gamma_Co,2022-02-02,2022-02-13,mro,Delivered,1450,63.74,59.11,71.0,Yes,92423.0,85709.5,6713.5,4.8965517241379315,11.0
PO-00239,Beta_Supplies,2022-12-05,2022-12-20,electronics,Delivered,1356,75.03,63.86,131.0,Yes,101740.68000000001,86594.16,15146.520000000004,9.660766961651918,15.0
PO-00240,Gamma_Co,2022-03-14,,packaging,Delivered,682,81.84,71.86,40.0,Yes,55814.880000000005,49008.52,6806.360000000008,5.865102639296188,
PO-00241,Gamma_Co,2023-06-11,2023-06-19,packaging,Delivered,677,59.52,55.29,39.0,Yes,40295.04,37431.33,2863.709999999999,5.760709010339734,8.0
PO-00242,Delta_Logistics,2022-09-01,2022-09-14,office supplies,Delivered,1022,18.54,16.55,150.0,Yes,18947.879999999997,16914.100000000002,2033.7799999999952,14.677103718199607,13.0
PO-00243,Alpha_Inc,2022-10-13,,raw materials,Delivered,1818,60.96,57.13,41.0,Yes,110825.28,103862.34000000001,6962.939999999988,2.255225522552255,
PO-00244,Epsilon_Group,2023-11-17,2023-11-29,electronics,Delivered,1332,69.73,63.8,41.0,Yes,92880.36,84981.59999999999,7898.760000000009,3.078078078078078,12.0
PO-00245,Beta_Supplies,2023-05-13,2023-05-26,raw materials,Delivered,1432,83.26,77.67,174.0,Yes,119228.32,111223.44,8004.880000000005,12.150837988826815,13.0
PO-00246,Beta_Supplies,2022-08-08,2022-08-26,packaging,Pending,759,50.56,46.47,63.0,No,38375.04,35270.729999999996,3104.310000000005,8.300395256916996,18.0
PO-00247,Alpha_Inc,2023-07-07,2023-07-19,packaging,Delivered,1529,23.42,22.44,30.0,Yes,35809.18,34310.76,1498.4199999999983,1.962066710268149,12.0
PO-00248,Gamma_Co,2022-05-16,2022-05-25,electronics,Delivered,1484,36.25,31.8,61.0,Yes,53795.0,47191.200000000004,6603.799999999996,4.110512129380054,9.0
PO-00249,Epsilon_Group,2023-08-08,2023-08-20,packaging,Delivered,698,46.73,45.61,15.0,Yes,32617.539999999997,31835.78,781.7599999999984,2.148997134670487,12.0
PO-00250,Epsilon_Group,2023-08-14,2023-08-22,packaging,Pending,367,74.61,71.36,13.0,Yes,27381.87,26189.12,1192.75,3.5422343324250685,8.0
PO-00251,Epsilon_Group,2023-04-30,2023-05-20,office supplies,Partially delivered,1750,65.97,58.34,50.0,Yes,115447.5,102095.0,13352.5,2.857142857142857,20.0
PO-00252,Delta_Logistics,2022-09-06,2022-09-24,office supplies,Partially delivered,1298,43.73,37.21,0.0,No,56761.53999999999,48298.58,8462.959999999992,0.0,18.0
PO-00253,Gamma_Co,2023-04-30,2023-05-20,packaging,Delivered,1892,106.2,96.37,93.0,Yes,200930.4,182332.04,18598.359999999986,4.915433403805497,20.0
PO-00254,Beta_Supplies,2023-02-21,2023-02-24,electronics,Delivered,1307,68.71,60.64,141.0,Yes,89803.96999999999,79256.48,10547.48999999999,10.788064269319051,3.0
PO-00255,Beta_Supplies,2022-07-14,2022-07-29,electronics,Delivered,733,32.29,29.01,78.0,Yes,23668.57,21264.33,2404.239999999998,10.641200545702592,15.0
PO-00256,Gamma_Co,2022-04-07,,packaging,Delivered,713,19.45,18.82,31.0,Yes,13867.85,13418.66,449.1900000000005,4.3478260869565215,
PO-00257,Beta_Supplies,2022-04-10,2022-04-24,packaging,Delivered,1900,24.11,23.45,188.0,Yes,45809.0,44555.0,1254.0,9.894736842105264,14.0
PO-00258,Delta_Logistics,2023-11-06,2023-11-08,mro,Cancelled,1447,35.67,35.07,224.0,No,51614.490000000005,50746.29,868.2000000000044,15.480304077401522,2.0
PO-00259,Epsilon_Group,2023-03-18,,office supplies,Delivered,1745,26.17,22.25,55.0,Yes,45666.65,38826.25,6840.4000000000015,3.151862464183381,
PO-00260,Beta_Supplies,2022-12-29,2023-01-14,office supplies,Delivered,1681,28.26,26.62,143.0,Yes,47505.060000000005,44748.22,2756.840000000004,8.506841165972636,16.0
PO-00261,Delta_Logistics,2023-03-10,2023-03-18,electronics,Delivered,1545,38.15,36.96,214.0,Yes,58941.75,57103.200000000004,1838.5499999999956,13.851132686084142,8.0
PO-00262,Epsilon_Group,2023-02-25,2023-03-02,raw materials,Delivered,1306,27.27,25.96,39.0,Yes,35614.62,33903.76,1710.8600000000006,2.986217457886677,5.0
PO-00263,Gamma_Co,2023-04-24,2023-05-06,raw materials,Delivered,1765,97.51,84.3,65.0,Yes,172105.15000000002,148789.5,23315.650000000023,3.6827195467422094,12.0
PO-00264,Gamma_Co,2022-02-25,2022-03-15,packaging,Cancelled,1186,17.31,16.0,64.0,Yes,20529.66,18976.0,1553.6599999999999,5.396290050590219,18.0
PO-00265,Delta_Logistics,2023-11-21,2023-11-26,packaging,Delivered,1903,63.5,56.09,254.0,Yes,120840.5,106739.27,14101.229999999996,13.347346295323174,5.0
PO-00266,Delta_Logistics,2023-11-01,2023-11-05,mro,Delivered,1570,52.1,47.87,0.0,No,81797.0,75155.9,6641.100000000006,0.0,4.0
PO-00267,Delta_Logistics,2023-10-24,2023-11-13,mro,Delivered,491,108.75,93.35,0.0,No,53396.25,45834.85,7561.4000000000015,0.0,20.0
PO-00268,Beta_Supplies,2022-04-11,2022-04-20,electronics,Partially delivered,613,20.38,20.17,58.0,Yes,12492.939999999999,12364.210000000001,128.72999999999774,9.461663947797716,9.0
PO-00269,Gamma_Co,2022-03-04,2022-03-16,raw materials,Partially delivered,1341,46.27,43.94,63.0,Yes,62048.07000000001,58923.53999999999,3124.5300000000134,4.697986577181208,12.0
PO-00270,Beta_Supplies,2023-02-17,2023-03-04,mro,Partially delivered,1583,103.57,89.38,164.0,Yes,163951.31,141488.53999999998,22462.77000000002,10.360075805432722,15.0
PO-00271,Beta_Supplies,2022-12-14,,raw materials,Cancelled,1880,92.73,90.78,173.0,Yes,174332.4,170666.4,3666.0,9.202127659574467,
PO-00272,Epsilon_Group,2022-04-22,2022-04-26,mro,Delivered,1459,84.79,82.72,47.0,Yes,123708.61000000002,120688.48,3020.130000000019,3.221384509938314,4.0
PO-00273,Delta_Logistics,2022-09-12,,office supplies,Delivered,1460,34.54,31.87,208.0,No,50428.4,46530.200000000004,3898.199999999997,14.246575342465754,
PO-00274,Beta_Supplies,2022-07-16,2022-07-28,packaging,Partially delivered,1186,26.14,24.78,112.0,Yes,31002.04,29389.08,1612.9599999999991,9.443507588532883,12.0
PO-00275,Epsilon_Group,2022-07-14,2022-07-23,mro,Pending,1686,72.28,65.21,53.0,Yes,121864.08,109944.05999999998,11920.020000000019,3.143534994068802,9.0
PO-00276,Alpha_Inc,2023-07-04,2023-07-08,mro,Delivered,1698,102.07,100.69,28.0,Yes,173314.86,170971.62,2343.2399999999907,1.6489988221436984,4.0
PO-00277,Epsilon_Group,2023-04-05,,electronics,Delivered,1001,64.62,55.7,32.0,Yes,64684.62,55755.700000000004,8928.919999999998,3.196803196803197,
PO-00278,Alpha_Inc,2022-05-24,2022-05-27,office supplies,Delivered,1154,62.67,54.11,25.0,Yes,72321.18000000001,62442.94,9878.240000000005,2.166377816291161,3.0
PO-00279,Alpha_Inc,2023-03-09,2023-03-29,packaging,Cancelled,748,37.66,32.71,0.0,No,28169.679999999997,24467.08,3702.599999999995,0.0,20.0
PO-00280,Alpha_Inc,2022-07-07,,office supplies,Delivered,162,81.63,78.76,2.0,Yes,13224.06,12759.12,464.9399999999987,1.2345679012345678,
PO-00281,Alpha_Inc,2022-10-13,2022-10-24,packaging,Delivered,51,28.04,24.13,0.0,Yes,1430.04,1230.6299999999999,199.41000000000008,0.0,11.0
PO-00282,Delta_Logistics,2023-04-19,2023-04-24,office supplies,Delivered,691,42.07,39.1,106.0,Yes,29070.37,27018.100000000002,2052.269999999997,15.340086830680175,5.0
PO-00283,Beta_Supplies,2022-09-13,2022-09-20,office supplies,Delivered,269,50.22,45.75,32.0,No,13509.18,12306.75,1202.4300000000003,11.895910780669144,7.0
PO-00284,Beta_Supplies,2022-03-19,2022-04-06,electronics,Pending,1639,56.24,55.4,147.0,Yes,92177.36,90800.59999999999,1376.7600000000093,8.96888346552776,18.0
PO-00285,Alpha_Inc,2023-03-30,2023-04-06,raw materials,Delivered,904,34.04,30.06,26.0,Yes,30772.16,27174.239999999998,3597.920000000002,2.8761061946902653,7.0
PO-00286,Beta_Supplies,2023-07-18,2023-07-26,office supplies,Delivered,1809,22.17,19.65,0.0,Yes,40105.530000000006,35546.85,4558.680000000008,0.0,8.0
PO-00287,Alpha_Inc,2022-04-11,2022-04-16,packaging,Delivered,1298,65.93,58.95,0.0,Yes,85577.14000000001,76517.1,9060.040000000008,0.0,5.0
PO-00288,Beta_Supplies,2022-02-21,2022-03-13,packaging,Delivered,434,36.16,34.79,41.0,Yes,15693.439999999999,15098.859999999999,594.5799999999999,9.44700460829493,20.0
PO-00289,Epsilon_Group,2023-10-30,2023-11-04,electronics,Delivered,1476,68.85,65.28,43.0,Yes,101622.59999999999,96353.28,5269.319999999992,2.913279132791328,5.0
PO-00290,Delta_Logistics,2023-07-08,,raw materials,Partially delivered,1711,26.04,24.81,290.0,Yes,44554.439999999995,42449.909999999996,2104.529999999999,16.94915254237288,
PO-00291,Gamma_Co,2022-01-16,2022-01-22,packaging,Delivered,1203,53.3,47.68,49.0,Yes,64119.899999999994,57359.04,6760.859999999993,4.073150457190358,6.0
PO-00292,Alpha_Inc,2022-04-06,2022-04-07,electronics,Delivered,1126,58.8,52.22,0.0,Yes,66208.8,58799.72,7409.080000000002,0.0,1.0
PO-00293,Epsilon_Group,2022-08-31,2022-09-12,packaging,Delivered,1757,15.18,13.06,63.0,Yes,26671.26,22946.420000000002,3724.8399999999965,3.5856573705179287,12.0
PO-00294,Epsilon_Group,2022-06-20,2022-06-28,mro,Delivered,779,41.3,36.28,20.0,Yes,32172.699999999997,28262.120000000003,3910.5799999999945,2.5673940949935816,8.0
PO-00295,Delta_Logistics,2023-02-21,2023-02-22,office supplies,Delivered,1745,23.53,22.57,282.0,No,41059.85,39384.65,1675.199999999997,16.16045845272206,1.0
PO-00296,Delta_Logistics,2023-05-13,2023-05-15,raw materials,Delivered,1783,16.96,15.8,295.0,Yes,30239.68,28171.4,2068.279999999999,16.545148625911384,2.0
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,office supplies,Partially delivered,1489,107.02,93.3,0.0,Yes,159352.78,138923.69999999998,20429.080000000016,0.0,14.0
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,office supplies,Delivered,296,40.38,35.25,0.0,Yes,11952.480000000001,10434.0,1518.4800000000014,0.0,3.0
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,mro,Delivered,885,88.28,80.8,31.0,Yes,78127.8,71508.0,6619.800000000003,3.5028248587570623,12.0
PO-00300,Epsilon_Group,2022-03-02,2022-03-06,raw materials,Pending,1512,33.25,30.15,53.0,Yes,50274.0,45586.799999999996,4687.200000000004,3.505291005291005,4.0
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,office supplies,Delivered,252,73.12,67.64,0.0,No,18426.24,17045.28,1380.9600000000028,0.0,8.0
PO-00302,Alpha_Inc,2023-01-24,,electronics,Cancelled,1257,83.13,81.89,30.0,Yes,104494.40999999999,102935.73,1558.679999999993,2.386634844868735,
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,packaging,Delivered,172,63.61,55.92,4.0,Yes,10940.92,9618.24,1322.6800000000003,2.3255813953488373,17.0
PO-00304,Epsilon_Group,2023-02-04,2023-02-05,packaging,Pending,450,55.85,49.88,9.0,Yes,25132.5,22446.0,2686.5,2.0,1.0
PO-00305,Gamma_Co,2022-09-29,2022-10-15,electronics,Delivered,816,48.95,43.42,45.0,Yes,39943.200000000004,35430.72,4512.480000000003,5.514705882352941,16.0
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,packaging,Delivered,343,44.5,38.57,7.0,Yes,15263.5,13229.51,2033.9899999999998,2.0408163265306123,14.0
PO-00307,Gamma_Co,2022-10-20,2022-11-05,mro,Delivered,329,97.87,85.35,21.0,No,32199.230000000003,28080.149999999998,4119.080000000005,6.382978723404255,16.0
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,electronics,Delivered,1910,90.69,85.8,0.0,Yes,173217.9,163878.0,9339.899999999994,0.0,15.0
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,mro,Delivered,933,107.99,104.29,29.0,Yes,100754.67,97302.57,3452.0999999999913,3.1082529474812435,3.0
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,raw materials,Delivered,1683,23.09,21.88,253.0,Yes,38860.47,36824.04,2036.4300000000003,15.032679738562091,5.0
PO-00311,Beta_Supplies,2023-11-09,2023-11-18,packaging,Pending,247,84.11,71.97,0.0,Yes,20775.17,17776.59,2998.579999999998,0.0,9.0
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,mro,Delivered,1031,102.01,98.65,0.0,Yes,105172.31000000001,101708.15000000001,3464.1600000000035,0.0,19.0
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,packaging,Delivered,1980,26.97,24.16,41.0,Yes,53400.6,47836.8,5563.799999999996,2.070707070707071,11.0
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,raw materials,Delivered,1584,16.46,14.2,57.0,Yes,26072.640000000003,22492.8,3579.840000000004,3.5984848484848486,20.0
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,office supplies,Delivered,801,80.15,70.91,0.0,Yes,64200.15,56798.909999999996,7401.240000000005,0.0,15.0
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,packaging,Delivered,193,63.86,57.46,0.0,Yes,12324.98,11089.78,1235.199999999999,0.0,14.0
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,raw materials,Delivered,658,86.62,79.85,72.0,Yes,56995.96000000001,52541.299999999996,4454.660000000011,10.94224924012158,4.0
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,electronics,Delivered,1274,24.72,23.36,37.0,Yes,31493.28,29760.64,1732.6399999999994,2.904238618524333,18.0
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,packaging,Partially delivered,1197,88.92,78.82,31.0,Yes,106437.24,94347.54,12089.700000000012,2.5898078529657473,7.0
PO-00320,Gamma_Co,2022-03-04,2022-03-12,electronics,Delivered,236,28.43,28.11,11.0,Yes,6709.48,6633.96,75.51999999999953,4.661016949152542,8.0
PO-00321,Gamma_Co,2022-11-18,2022-12-03,raw materials,Partially delivered,1399,25.97,22.19,62.0,Yes,36332.03,31043.81,5288.2199999999975,4.431736954967834,15.0
PO-00322,Gamma_Co,2022-02-28,2022-03-04,electronics,Delivered,513,24.91,22.58,29.0,Yes,12778.83,11583.539999999999,1195.2900000000009,5.653021442495127,4.0
